ipc_prefix,term,tf,df
F17,개방 시 연료,1,1
F17,개방 시 연료 공급,1,1
F17,개방시,1,1
F17,개방시연료,1,1
F17,개방시연료공급,1,1
F17,격 유,1,1
F17,격 유 량,1,1
F17,격유량,1,1
F17,금속 연결,1,1
F17,금속 연결 브래킷,1,1
F17,금속 횡,1,1
F17,금속 횡 방향,1,1
F17,금속 횡 방향 부착,1,1
F17,금속연결,1,1
F17,금속연결브래킷,1,1
F17,금속횡,1,1
F17,금속횡방향,1,1
F17,금속횡방향부착,1,1
F17,단열 탱크,1,1
F17,단열탱크,1,1
F17,단일 융기,1,1
F17,단일 융기 에지,1,1
F17,단일융기,1,1
F17,단일융기에지,1,1
F17,두께 방향,1,1
F17,두께방향,1,1
F17,둘레 전체,1,1
F17,둘레전체,1,1
F17,드 레,1,1
F17,드 레 인,1,1
F17,드레인,1,1
F17,라인 상,1,1
F17,라인상,1,1
F17,레 인,1,1
F17,룸 내,1,1
F17,밀 봉,1,1
F17,버퍼부 용량,1,1
F17,버퍼부용량,1,1
F17,베어링 요소,1,1
F17,베어링 표면,1,1
F17,베어링요소,1,1
F17,베어링표면,1,1
F17,벤트 밸브,1,1
F17,벤트밸브,1,1
F17,부스터 펌프 사이,1,1
F17,부스터펌프사이,1,1
F17,빌지웰,1,1
F17,사이드 면,1,1
F17,사이드면,1,1
F17,상기 연료 처리,1,1
F17,상기 연료 처리 룸,1,1
F17,상기 퍼징,1,1
F17,상기연료처리,1,1
F17,상기연료처리룸,1,1
F17,상기퍼징,1,1
F17,스트레이크 중,1,1
F17,스트레이크중,1,1
F17,스페이서 플레이트,1,1
F17,스페이서플레이트,1,1
F17,시 연료,1,1
F17,시 연료 공급,1,1
F17,시 연료 공급 부,1,1
F17,시간 충족,1,1
F17,시간충족,1,1
F17,시연료,1,1
F17,시연료공급,1,1
F17,시연료공급부,1,1
F17,연료 유동,1,1
F17,연료 유동 부분,1,1
F17,연료 중,1,1
F17,연료 중 일부,1,1
F17,연료 처리 룸 내,1,1
F17,연료유동,1,1
F17,연료유동부분,1,1
F17,연료중,1,1
F17,연료중일부,1,1
F17,연료처리룸내,1,1
F17,열교환기,1,1
F17,요구 압력,1,1
F17,요구압력,1,1
F17,용매 공급,1,1
F17,용매 공급 부,1,1
F17,용매공급,1,1
F17,용매공급부,1,1
F17,유 량,1,1
F17,유입 부,1,1
F17,유입부,1,1
F17,의 융기,1,1
F17,의 융기 에지,1,1
F17,의 코밍,1,1
F17,의 코밍 지지,1,1
F17,의 코밍 지지 벽,1,1
F17,의 파이프,1,1
F17,의융기,1,1
F17,의융기에지,1,1
F17,의코밍,1,1
F17,의코밍지지,1,1
F17,의코밍지지벽,1,1
F17,의파이프,1,1
F17,이중 선체,1,1
F17,이중선체,1,1
F17,인터 쿨러,1,1
F17,인터쿨러,1,1
F17,일부분,1,1
F17,일정 시간,1,1
F17,일정 시간 충족,1,1
F17,일정시간,1,1
F17,일정시간충족,1,1
F17,절연 충전,1,1
F17,절연 충전 재,1,1
F17,절연충전,1,1
F17,절연충전재,1,1
F17,정 격,1,1
F17,정 격 유,1,1
F17,정 격 유 량,1,1
F17,정격유,1,1
F17,정격유량,1,1
F17,제어 부,1,1
F17,제어부,1,1
F17,주위 전체,1,1
F17,주위전체,1,1
F17,중 일부,1,1
F17,중일부,1,1
F17,지지 스페이서,1,1
F17,지지 스페이서 플레이트,1,1
F17,지지스페이서,1,1
F17,지지스페이서플레이트,1,1
F17,직육면체,1,1
F17,챔퍼 링,1,1
F17,처리 룸 내,1,1
F17,처리룸내,1,1
F17,충전 재,1,1
F17,충전재,1,1
F17,캐치 드럼,1,1
F17,캐치드럼,1,1
F17,코퍼 댐,1,1
F17,코퍼댐 인,1,1
F17,코퍼댐인,1,1
F17,펌프 사이,1,1
F17,펌프사이,1,1
F17,평면 각각,1,1
F17,평면각각,1,1
F17,포집 라인 상,1,1
F17,포집라인상,1,1
F21,형광필름,48,1
F21,확산 시트,22,1
F21,확산시트,22,1
F21,형광 분말,21,1
F21,형광분말,21,1
F21,발광칩,20,1
F21,led,18,2
F21,반사 갓,18,1
F21,반사갓,18,1
F21,작업 차량,16,1
F21,작업차량,16,1
F21,조명 백라이트,16,1
F21,조명백라이트,16,1
F21,적층 체,14,1
F21,적층체,14,1
F21,조명장치,14,1
F21,시트 적층,13,1
F21,시트 적층 체,13,1
F21,시트적층,13,1
F21,시트적층체,13,1
F21,제조방법,12,1
F21,전방 측,11,1
F21,전방측,11,1
F21,갓 커버,10,1
F21,갓커버,10,1
F21,라이트 부,10,1
F21,라이트부,10,1
F21,반사 갓 커버,10,1
F21,반사갓커버,10,1
F21,백라이트유닛,10,1
F21,프리즘 시트,10,1
F21,프리즘시트,10,1
F21,확산 시트 적층,10,1
F21,확산 시트 적층 체,10,1
F21,확산시트적층,10,1
F21,확산시트적층체,10,1
F21,전동 레일,9,1
F21,전동레일,9,1
F21,필름 층,9,1
F21,필름층,9,1
F21,형광 필름 층,9,1
F21,형광필름층,9,1
F21,csp,8,1
F21,광센서,8,1
F21,표시장치,8,1
F21,라이트 유닛,7,2
F21,라이트유닛,7,2
F21,상 측,7,2
F21,하 측,7,2
F21,다운 라이트,7,1
F21,다운 라이트 조명,7,1
F21,다운 라이트 조명 장치,7,1
F21,다운라이트,7,1
F21,다운라이트조명장치,7,1
F21,라이트 조명,7,1
F21,라이트 조명 장치,7,1
F21,라이트조명장치,7,1
F21,하단 부,7,1
F21,하단부,7,1
F21,백 라이트,6,1
F21,백 라이트 유닛,6,1
F21,보닛 부재,6,1
F21,보닛부재,6,1
F21,실리카겔,6,1
F21,점 광원,6,1
F21,점광원,6,1
F21,정화장치,6,1
F21,측 확산,6,1
F21,측 확산 시트,6,1
F21,측확산,6,1
F21,측확산시트,6,1
F21,기판,5,2
F21,개 구,5,1
F21,발광 수단,5,1
F21,발광수단,5,1
F21,상 측 확산,5,1
F21,상 측 확산 시트,5,1
F21,상측확산,5,1
F21,상측확산시트,5,1
F21,액정 표시,5,1
F21,중량 비,5,1
F21,중량비,5,1
F21,측 프리즘,5,1
F21,측 프리즘 시트,5,1
F21,측프리즘,5,1
F21,측프리즘시트,5,1
F21,하 측 프리즘,5,1
F21,하 측 프리즘 시트,5,1
F21,하측프리즘,5,1
F21,하측프리즘시트,5,1
F21,csp 광원,4,1
F21,csp광원,4,1
F21,led 기판,4,1
F21,led기판,4,1
F21,nm,4,1
F21,광학,4,1
F21,광학 시트,4,1
F21,광학시트,4,1
F21,반사 체,4,1
F21,반사체,4,1
F21,백라이트 유닛,4,1
F21,변 부,4,1
F21,상단부,4,1
F21,센서,4,1
F21,액정 표시 장치,4,1
F21,액정표시장치,4,1
F21,전방 측 보닛,4,1
F21,전방 측 보닛 부재,4,1
F21,전방측보닛,4,1
F21,전방측보닛부재,4,1
F21,정보기기,4,1
F21,측 보닛,4,1
F21,측 보닛 부재,4,1
F21,측보닛,4,1
F21,측보닛부재,4,1
F21,파장 범위,4,1
F21,파장범위,4,1
F21,홈 라인,4,1
F21,홈라인,4,1
F21,광학 시트 적층,3,1
F21,광학 시트 적층 체,3,1
F21,광학시트적층,3,1
F21,광학시트적층체,3,1
F21,몸체 부,3,1
F21,몸체부,3,1
F21,배기가스 정화,3,1
F21,배기가스 정화 장치,3,1
F21,배기가스정화장치,3,1
F21,배열 방향,3,1
F21,배열방향,3,1
F21,산란 판,3,1
F21,산란판,3,1
F21,역사 각뿔,3,1
F21,역사각뿔,3,1
F21,연결 간,3,1
F21,연결간,3,1
F21,일정 간격,3,1
F21,일정간격,3,1
F21,입 홈,3,1
F21,입 홈 라인,3,1
F21,입홈라인,3,1
F21,장 변,3,1
F21,장 변 부,3,1
F21,장변부,3,1
F21,전방 측 좌우,3,1
F21,전방측좌우,3,1
F21,차광부,3,1
F21,측 좌우,3,1
F21,측좌우,3,1
F21,표시 화면,3,1
F21,표시화면,3,1
F21,확산 판,3,1
F21,확산판,3,1
F21,double,2,1
F21,molding,2,1
F21,shot,2,1
F21,u 자,2,1
F21,u 자 형상,2,1
F21,u자,2,1
F21,u자형상,2,1
F21,° 이내,2,1
F21,° 이상,2,1
F21,° 이하,2,1
F21,°이내,2,1
F21,°이상,2,1
F21,°이하,2,1
F21,가운데,2,1
F21,각도 차,2,1
F21,각도차,2,1
F21,각뿔 형상,2,1
F21,각뿔형상,2,1
F21,관통 홀,2,1
F21,관통홀,2,1
F21,관통흘,2,1
F21,교 반,2,1
F21,구동 수단,2,1
F21,구동수단,2,1
F21,기어 열,2,1
F21,기어열,2,1
F21,녹색 형광,2,1
F21,녹색 형광 분말,2,1
F21,녹색형광,2,1
F21,녹색형광분말,2,1
F21,두께 비,2,1
F21,두께비,2,1
F21,때 u,2,1
F21,때 u 자,2,1
F21,때 u 자 형상,2,1
F21,때u,2,1
F21,때u자,2,1
F21,때u자형상,2,1
F21,매트릭스 형상,2,1
F21,매트릭스형상,2,1
F21,무게 중심,2,1
F21,무게중심,2,1
F21,발광소자,2,1
F21,방열 핀,2,1
F21,방열핀,2,1
F21,베이킹,2,1
F21,빛 투과,2,1
F21,빛투과,2,1
F21,상기 반사,2,1
F21,상기 반사 갓,2,1
F21,상기 반사 갓 커버,2,1
F21,상기반사,2,1
F21,상기반사갓,2,1
F21,상기반사갓커버,2,1
F21,상면 개구부,2,1
F21,상면개구부,2,1
F21,색 형광,2,1
F21,색 형광 분말,2,1
F21,색형광,2,1
F21,색형광분말,2,1
F21,선홍색 형광,2,1
F21,선홍색 형광 분말,2,1
F21,선홍색형광,2,1
F21,선홍색형광분말,2,1
F21,섬유세포,2,1
F21,수광 여부,2,1
F21,수광여부,2,1
F21,수직 상방,2,1
F21,수직 하방,2,1
F21,수직상방,2,1
F21,수직선 상,2,1
F21,수직선상,2,1
F21,수직하방,2,1
F21,시 광,2,1
F21,시 광 센서,2,1
F21,시광센서,2,1
F21,시트 사이,2,1
F21,시트 중,2,1
F21,시트사이,2,1
F21,시트중,2,1
F21,실리 카,2,1
F21,실리 카 겔,2,1
F21,실리카,2,1
F21,양측 단,2,1
F21,양측단,2,1
F21,역사 각뿔 형상,2,1
F21,역사각뿔형상,2,1
F21,이동 벨트,2,1
F21,이동 시,2,1
F21,이동 시 광,2,1
F21,이동 시 광 센서,2,1
F21,이동벨트,2,1
F21,이동시,2,1
F21,이동시광센서,2,1
F21,자 형상,2,1
F21,자형상,2,1
F21,장식 부재,2,1
F21,장식부재,2,1
F21,적색 형광,2,1
F21,적색 형광 분말,2,1
F21,적색형광,2,1
F21,적색형광분말,2,1
F21,전류 테스트,2,1
F21,전류테스트,2,1
F21,전면 판,2,1
F21,전면판,2,1
F21,전방 측 부분,2,1
F21,전방측부분,2,1
F21,전후 방향,2,1
F21,전후방향,2,1
F21,점 등,2,1
F21,제어 수단,2,1
F21,제어수단,2,1
F21,제조 원료,2,1
F21,제조원료,2,1
F21,차 광부,2,1
F21,차원 매트릭스,2,1
F21,차원 매트릭스 형상,2,1
F21,차원매트릭스,2,1
F21,차원매트릭스형상,2,1
F21,청록색 형광,2,1
F21,청록색 형광 분말,2,1
F21,청록색형광,2,1
F21,청록색형광분말,2,1
F21,청색 형광,2,1
F21,청색 형광 분말,2,1
F21,청색형광,2,1
F21,청색형광분말,2,1
F21,체결봉,2,1
F21,측 라이트,2,1
F21,측 라이트 부,2,1
F21,측 부분,2,1
F21,측라이트,2,1
F21,측라이트부,2,1
F21,측부분,2,1
F21,층 csp,2,1
F21,층 csp 광원,2,1
F21,층csp,2,1
F21,층csp광원,2,1
F21,카 겔,2,1
F21,캐리어,2,1
F21,투명 체,2,1
F21,투명체,2,1
F21,프리즘 시트 사이,2,1
F21,프리즘시트사이,2,1
F21,호박 색,2,1
F21,호박 색 형광,2,1
F21,호박 색 형광 분말,2,1
F21,호박색,2,1
F21,호박색형광,2,1
F21,호박색형광분말,2,1
F21,후방 측,2,1
F21,후방측,2,1
F21,double shot,1,1
F21,double shot molding,1,1
F21,doubleshot,1,1
F21,doubleshotmolding,1,1
F21,led 빛,1,1
F21,led빛,1,1
F21,ma,1,1
F21,min,1,1
F21,shot molding,1,1
F21,shotmolding,1,1
F21,가동식,1,1
F21,가시광선 범위,1,1
F21,가시광선 범위 내,1,1
F21,가시광선범위,1,1
F21,가시광선범위내,1,1
F21,결 봉,1,1
F21,고정 수단,1,1
F21,고정수단,1,1
F21,광 면,1,1
F21,광 부,1,1
F21,광원 사이,1,1
F21,광원사이,1,1
F21,근사 가능,1,1
F21,근사가능,1,1
F21,나사못 체결,1,1
F21,나사못체결,1,1
F21,내지 중,1,1
F21,내지중,1,1
F21,다수 일정,1,1
F21,다수 일정 간격,1,1
F21,다수일정,1,1
F21,다수일정간격,1,1
F21,단 부,1,1
F21,동일 면,1,1
F21,동일 형상,1,1
F21,동일면,1,1
F21,동일형상,1,1
F21,반대 측,1,1
F21,반대측,1,1
F21,반사 시트,1,1
F21,반사 시트 상,1,1
F21,반사갓부,1,1
F21,반사시트,1,1
F21,반사시트상,1,1
F21,방법 광학,1,1
F21,방법 광학 시트,1,1
F21,방법 광학 시트 적층,1,1
F21,방법광학,1,1
F21,방법광학시트,1,1
F21,방법광학시트적층,1,1
F21,배기가스 정화 장치 사이,1,1
F21,배기가스정화장치사이,1,1
F21,백라이트 유닛 과,1,1
F21,백라이트유닛과,1,1
F21,백색 광,1,1
F21,백색광,1,1
F21,범위 내,1,1
F21,범위내,1,1
F21,복수 종류,1,1
F21,복수종류,1,1
F21,분말 중,1,1
F21,분말중,1,1
F21,살 두께,1,1
F21,살두께,1,1
F21,상 측 라이트,1,1
F21,상 측 라이트 부,1,1
F21,상기 led,1,1
F21,상기 led 기판,1,1
F21,상기 교체,1,1
F21,상기 보닛,1,1
F21,상기led,1,1
F21,상기led기판,1,1
F21,상기교체,1,1
F21,상기보닛,1,1
F21,상대 광도,1,1
F21,상대광도,1,1
F21,상측라이트,1,1
F21,상측라이트부,1,1
F21,색 지수,1,1
F21,색지수,1,1
F21,섬유,1,1
F21,섬유 세포 활동,1,1
F21,섬유세포활동,1,1
F21,세포,1,1
F21,세포 활동,1,1
F21,세포활동,1,1
F21,소자,1,1
F21,스펙트럼 파장,1,1
F21,스펙트럼파장,1,1
F21,시트 상,1,1
F21,시트 아래,1,1
F21,시트 적층 체 사이,1,1
F21,시트 중 하,1,1
F21,시트 중 하 측,1,1
F21,시트 중 확산,1,1
F21,시트 중 확산 시트,1,1
F21,시트상,1,1
F21,시트아래,1,1
F21,시트적층체사이,1,1
F21,시트중하,1,1
F21,시트중하측,1,1
F21,시트중확산,1,1
F21,시트중확산시트,1,1
F21,압착 시간,1,1
F21,압착 온도,1,1
F21,압착시간,1,1
F21,압착온도,1,1
F21,액정 표시 패널,1,1
F21,액정표시패널,1,1
F21,원통 상,1,1
F21,원통상,1,1
F21,유닛 과,1,1
F21,유닛과,1,1
F21,이중 층,1,1
F21,이중 층 csp,1,1
F21,이중 층 csp 광원,1,1
F21,이중층,1,1
F21,이중층csp,1,1
F21,이중층csp광원,1,1
F21,자외선,1,1
F21,장치 사이,1,1
F21,장치사이,1,1
F21,적색 광,1,1
F21,적색 형광 분말 중,1,1
F21,적색광,1,1
F21,적색형광분말중,1,1
F21,적외선,1,1
F21,적층 체 사이,1,1
F21,적층체사이,1,1
F21,전류 범위,1,1
F21,전류범위,1,1
F21,전반사,1,1
F21,점 광원 사이,1,1
F21,점광원사이,1,1
F21,접착 고정,1,1
F21,접착고정,1,1
F21,정도 보호,1,1
F21,정도보호,1,1
F21,정화 장치 사이,1,1
F21,정화장치사이,1,1
F21,제조방법 광학,1,1
F21,제조방법 광학 시트,1,1
F21,제조방법광학,1,1
F21,제조방법광학시트,1,1
F21,조명 용도,1,1
F21,조명 장소,1,1
F21,조명용도,1,1
F21,조명장소,1,1
F21,중 사출,1,1
F21,중 하,1,1
F21,중 하 측,1,1
F21,중 하 측 프리즘,1,1
F21,중 확산,1,1
F21,중 확산 시트,1,1
F21,중사출,1,1
F21,중층 csp,1,1
F21,중층 csp 광원,1,1
F21,중층csp,1,1
F21,중층csp광원,1,1
F21,중하측,1,1
F21,중하측프리즘,1,1
F21,중확산,1,1
F21,중확산시트,1,1
F21,차 광,1,1
F21,차 광 부,1,1
F21,착 가능,1,1
F21,착가능,1,1
F21,청색 광,1,1
F21,청색 광 칩,1,1
F21,청색광칩,1,1
F21,체 결,1,1
F21,체 결 봉,1,1
F21,체 사이,1,1
F21,체결 구멍,1,1
F21,체결 봉,1,1
F21,체결구멍,1,1
F21,체사이,1,1
F21,출 광,1,1
F21,출 광 면,1,1
F21,출광면,1,1
F21,측 방,1,1
F21,측 프리즘 시트 사이,1,1
F21,측면 개구부,1,1
F21,측면개구부,1,1
F21,측프리즘시트사이,1,1
F21,칸막이 부,1,1
F21,칸막이부,1,1
F21,표시 패널,1,1
F21,표시 화면 측,1,1
F21,표시패널,1,1
F21,표시화면측,1,1
F21,프리즘 시트 아래,1,1
F21,프리즘 시트 중,1,1
F21,프리즘 시트 중 확산,1,1
F21,프리즘시트아래,1,1
F21,프리즘시트중,1,1
F21,프리즘시트중확산,1,1
F21,하 측 라이트,1,1
F21,하 측 라이트 부,1,1
F21,하 측 확산,1,1
F21,하 측 확산 시트,1,1
F21,하측라이트,1,1
F21,하측라이트부,1,1
F21,하측확산,1,1
F21,하측확산시트,1,1
F21,해결 수단,1,1
F21,해결수단,1,1
F21,형광 분말 중,1,1
F21,형광분말중,1,1
F21,혼합물,1,1
F21,화면 측,1,1
F21,화면측,1,1
F21,확산 시,1,1
F21,확산 시트 중,1,1
F21,확산 시트 중 하,1,1
F21,확산시,1,1
F21,확산시트중,1,1
F21,확산시트중하,1,1
F21,후 단,1,1
F23,처리장치,82,1
F23,평가 축,74,1
F23,평가축,74,1
F23,연소 상태,55,1
F23,연소상태,55,1
F23,정보 처리,52,1
F23,완료모델,44,1
F23,정보 처리 장치,41,1
F23,정보처리장치,41,1
F23,소각로 내,40,1
F23,소각로내,40,1
F23,응축장치,28,1
F23,분류 라벨,25,1
F23,분류라벨,25,1
F23,교사 데이터,24,1
F23,교사데이터,24,1
F23,기계 학습,24,1
F23,기계학습,24,1
F23,연소 물,24,1
F23,연소물,24,1
F23,적외선 촬,24,1
F23,적외선촬,24,1
F23,세정장치,22,1
F23,학습 완료,22,1
F23,학습 완료 모델,22,1
F23,학습완료모델,22,1
F23,상태 판정,20,1
F23,상태판정,20,1
F23,연소 상태 판정,20,1
F23,연소상태판정,20,1
F23,프로세스 데이터,18,1
F23,프로세스데이터,18,1
F23,개 이상,17,1
F23,개이상,17,1
F23,여과장치,16,1
F23,열처리장치,16,1
F23,제어장치,16,1
F23,의 평가,13,1
F23,의 평가 축,13,1
F23,의평가,13,1
F23,의평가축,13,1
F23,상태 판정 부,12,1
F23,상태판정부,12,1
F23,연소 상태 판정 부,12,1
F23,연소상태판정부,12,1
F23,판정 부,12,1
F23,판정부,12,1
F23,평가 결과,12,1
F23,평가결과,12,1
F23,가스 세정,11,1
F23,가스 세정 장치,11,1
F23,가스세정장치,11,1
F23,센서,11,1
F23,상장치,10,1
F23,해석 부,10,1
F23,해석부,10,1
F23,화상 해석,10,1
F23,화상 해석 부,10,1
F23,화상해석,10,1
F23,화상해석부,10,1
F23,당해 프로세스,8,1
F23,당해 프로세스 데이터,8,1
F23,당해프로세스,8,1
F23,당해프로세스데이터,8,1
F23,연산 량,8,1
F23,연산량,8,1
F23,유해 가스,8,1
F23,유해가스,8,1
F23,좌표 축,8,1
F23,좌표축,8,1
F23,중 르,8,1
F23,폐기물 열처리,8,1
F23,폐기물 열처리 장치,8,1
F23,폐기물열처리장치,8,1
F23,시설 내,7,1
F23,시설내,7,1
F23,정보 처리방법,7,1
F23,정보처리방법,7,1
F23,냉매장치,6,1
F23,동화상 데이터,6,1
F23,동화상데이터,6,1
F23,배전장치,6,1
F23,연소 완결,6,1
F23,연소 완결 점,6,1
F23,연소완결,6,1
F23,연소완결점,6,1
F23,완결 점,6,1
F23,완결점,6,1
F23,컴퓨터,6,1
F23,판정 결과,6,1
F23,판정결과,6,1
F23,망 수막,5,1
F23,망 수막 필터,5,1
F23,망수막,5,1
F23,망수막필터,5,1
F23,삭제 삭제,5,1
F23,삭제삭제,5,1
F23,수막 필터,5,1
F23,수막필터,5,1
F23,응축 관,5,1
F23,응축관,5,1
F23,촬 상,5,1
F23,촬 상 장치,5,1
F23,촬상장치,5,1
F23,nn,4,1
F23,svm,4,1
F23,공 망,4,1
F23,공 망 수막,4,1
F23,공 망 수막 필터,4,1
F23,공망수막,4,1
F23,공망수막필터,4,1
F23,구축 부,4,1
F23,구축부,4,1
F23,뉴럴네트워크,4,1
F23,모델 구축,4,1
F23,모델 구축 부,4,1
F23,모델구축,4,1
F23,모델구축부,4,1
F23,수증기 필터,4,1
F23,수증기필터,4,1
F23,안네트워크,4,1
F23,연소 제어,4,1
F23,연소 제어 장치,4,1
F23,연소제어장치,4,1
F23,오일 여과기,4,1
F23,오일여과기,4,1
F23,잔존 가스,4,1
F23,잔존 유해,4,1
F23,잔존 유해 가스,4,1
F23,잔존가스,4,1
F23,잔존유해,4,1
F23,잔존유해가스,4,1
F23,정보 처리 프로그램,4,1
F23,정보처리프로그램,4,1
F23,조작 지시,4,1
F23,조작지시,4,1
F23,진공 흡입,4,1
F23,진공흡입,4,1
F23,처리 프로그램,4,1
F23,처리프로그램,4,1
F23,크레인 제어,4,1
F23,크레인 제어 장치,4,1
F23,크레인제어장치,4,1
F23,타임 래그,4,1
F23,타임래그,4,1
F23,폐기물,4,1
F23,가스 발생량,3,1
F23,가스발생량,3,1
F23,격 벽,3,1
F23,데이터 사이,3,1
F23,데이터사이,3,1
F23,물 분무,3,1
F23,물분무,3,1
F23,분류 항목,3,1
F23,분류 항목 중,3,1
F23,분류항목,3,1
F23,분류항목중,3,1
F23,상기 열분해,3,1
F23,상기열분해,3,1
F23,소각 재,3,1
F23,소각재,3,1
F23,양 중,3,1
F23,양 중 르,3,1
F23,양중르,3,1
F23,연소 가스,3,1
F23,연소 가스 발생량,3,1
F23,연소가스,3,1
F23,연소가스발생량,3,1
F23,온도 중,3,1
F23,온도 중 르,3,1
F23,온도중,3,1
F23,온도중르,3,1
F23,유해배기가스,3,1
F23,초 이내,3,1
F23,초 이상,3,1
F23,초이내,3,1
F23,초이상,3,1
F23,항목 중,3,1
F23,항목중,3,1
F23,화염 상태,3,1
F23,화염상태,3,1
F23,강화 학습,2,1
F23,강화학습,2,1
F23,결정 목,2,1
F23,결정목,2,1
F23,경험칙 중,2,1
F23,경험칙중,2,1
F23,교 반,2,1
F23,딥러닝 중,2,1
F23,딥러닝 중 르,2,1
F23,딥러닝중,2,1
F23,딥러닝중르,2,1
F23,라벨 과,2,1
F23,라벨과,2,1
F23,랜덤 포레스트,2,1
F23,랜덤포레스트,2,1
F23,러닝 중,2,1
F23,러닝 중 르,2,1
F23,러닝중,2,1
F23,러닝중르,2,1
F23,물 분사,2,1
F23,물 분사 부,2,1
F23,물분사,2,1
F23,물분사부,2,1
F23,발 보,2,1
F23,방전장치,2,1
F23,배기 가스,2,1
F23,베이지 안,2,1
F23,베이지 안 네트워크,2,1
F23,베이지안네트워크,2,1
F23,벡터 머신,2,1
F23,벡터머신,2,1
F23,부스팅,2,1
F23,분사 부,2,1
F23,분사부,2,1
F23,분자화합물,2,1
F23,삭제 삭제 삭제,2,1
F23,삭제삭제삭제,2,1
F23,상기 가스,2,1
F23,상기 가스 세정,2,1
F23,상기 가스 세정 장치,2,1
F23,상기가스,2,1
F23,상기가스세정장치,2,1
F23,서포트 벡터,2,1
F23,서포트 벡터 머신,2,1
F23,서포트벡터,2,1
F23,서포트벡터머신,2,1
F23,설치 위치,2,1
F23,설치위치,2,1
F23,순서 중,2,1
F23,순서중,2,1
F23,스파스 회귀,2,1
F23,스파스회귀,2,1
F23,시각 사이,2,1
F23,시각사이,2,1
F23,시뮬레이션,2,1
F23,여과 장치 사이,2,1
F23,여과장치사이,2,1
F23,연결 구성,2,1
F23,연결구성,2,1
F23,열분해 가스,2,1
F23,열분해가스,2,1
F23,오염 물질,2,1
F23,오염물질,2,1
F23,외 함,2,1
F23,운전 원,2,1
F23,운전원,2,1
F23,유해 물질,2,1
F23,유해 배기가스,2,1
F23,유해물질,2,1
F23,응답 속도,2,1
F23,응답 시각,2,1
F23,응답 시각 사이,2,1
F23,응답속도,2,1
F23,응답시각,2,1
F23,응답시각사이,2,1
F23,장치 사이,2,1
F23,장치사이,2,1
F23,지시 부,2,1
F23,지시부,2,1
F23,최대 분류법,2,1
F23,최대분류법,2,1
F23,합성수지필름,2,1
F23,kv,1,1
F23,sec,1,1
F23,가스 중,1,1
F23,가스 통로,1,1
F23,가스 통로 관,1,1
F23,가스중,1,1
F23,가스통로,1,1
F23,가스통로관,1,1
F23,격 벽 사이,1,1
F23,격벽사이,1,1
F23,공간 부,1,1
F23,공간부,1,1
F23,공기 통로,1,1
F23,공기통로,1,1
F23,관 내,1,1
F23,구 사이,1,1
F23,구사이,1,1
F23,내지 중,1,1
F23,내지중,1,1
F23,다공 망,1,1
F23,다공 망 수막,1,1
F23,다공 망 수막 필터,1,1
F23,다공망,1,1
F23,다공망수막,1,1
F23,다공망수막필터,1,1
F23,다중 돌기,1,1
F23,다중돌기,1,1
F23,때 압력,1,1
F23,때 압력 손실,1,1
F23,때압력,1,1
F23,때압력손실,1,1
F23,물 분자,1,1
F23,물분자,1,1
F23,배기 가스 중,1,1
F23,배기가스 흐름,1,1
F23,배기가스 흐름 방향,1,1
F23,배기가스중,1,1
F23,배기가스흐름,1,1
F23,배기가스흐름방향,1,1
F23,벽 사이,1,1
F23,벽사이,1,1
F23,본 원,1,1
F23,본 원 발명,1,1
F23,본원발명,1,1
F23,삭제 삭제 삭제 삭제,1,1
F23,삭제삭제삭제삭제,1,1
F23,상기 응축,1,1
F23,상기 응축 장치,1,1
F23,상기응축장치,1,1
F23,세정 후,1,1
F23,세정 후 잔존,1,1
F23,세정 후 잔존 가스,1,1
F23,세정후,1,1
F23,세정후잔존,1,1
F23,세정후잔존가스,1,1
F23,속도 간,1,1
F23,속도간,1,1
F23,수증기 여과,1,1
F23,수증기 여과 필터,1,1
F23,수증기 여과 필터 부,1,1
F23,수증기 필터 사이,1,1
F23,수증기여과,1,1
F23,수증기여과필터,1,1
F23,수증기여과필터부,1,1
F23,수증기필터사이,1,1
F23,압력 손실,1,1
F23,압력손실,1,1
F23,액화 물질,1,1
F23,액화물질,1,1
F23,여과 필터,1,1
F23,여과 필터 부,1,1
F23,여과필터,1,1
F23,여과필터부,1,1
F23,연결 구,1,1
F23,연결 구 사이,1,1
F23,연결구,1,1
F23,연결구사이,1,1
F23,열처리 장치 본,1,1
F23,열처리 장치 본 원,1,1
F23,열처리장치본,1,1
F23,열처리장치본원,1,1
F23,온도 차,1,1
F23,온도차,1,1
F23,원 발명,1,1
F23,원발명,1,1
F23,유해 배기,1,1
F23,유해 배기 가스,1,1
F23,유해배기,1,1
F23,응축 관 내,1,1
F23,응축관내,1,1
F23,이동 속도,1,1
F23,이동속도,1,1
F23,이산화탄소,1,1
F23,입구 부,1,1
F23,입구부,1,1
F23,잔류 오염,1,1
F23,잔류 오염 물질,1,1
F23,잔류오염,1,1
F23,잔류오염물질,1,1
F23,잔존 가스 통로,1,1
F23,잔존 가스 통로 관,1,1
F23,잔존 물,1,1
F23,잔존 수증기,1,1
F23,잔존 수증기 여과,1,1
F23,잔존 수증기 여과 필터,1,1
F23,잔존가스통로,1,1
F23,잔존가스통로관,1,1
F23,잔존물,1,1
F23,잔존수증기,1,1
F23,잔존수증기여과,1,1
F23,잔존수증기여과필터,1,1
F23,장치 본,1,1
F23,장치 본 원,1,1
