ipc_prefix,term,tf,df
B05,모듈 승강,1,1
B05,모듈 승강 실린더,1,1
B05,모듈승강,1,1
B05,모듈승강실린더,1,1
B05,바디와,1,1
B05,반대 방향,1,1
B05,반대방향,1,1
B05,발생 시,1,1
B05,발생 시 디,1,1
B05,발생 시 디 스펜서,1,1
B05,발생 여부 확인,1,1
B05,발생시,1,1
B05,발생시디,1,1
B05,발생시디스펜서,1,1
B05,발생여부확인,1,1
B05,방수 시공,1,1
B05,방수 액 도장,1,1
B05,방수 액 상부,1,1
B05,방수시공,1,1
B05,방수액도장,1,1
B05,방수액상부,1,1
B05,방지 턱,1,1
B05,방지턱,1,1
B05,밸브 플랜,1,1
B05,밸브 플랜 지,1,1
B05,밸브플랜,1,1
B05,밸브플랜지,1,1
B05,베이스,1,1
B05,변위 시,1,1
B05,변위 시 내용물,1,1
B05,변위 플랜,1,1
B05,변위 플랜 지,1,1
B05,변위시,1,1
B05,변위시내용물,1,1
B05,변위플랜,1,1
B05,변위플랜지,1,1
B05,보닛 락,1,1
B05,보닛락,1,1
B05,보수 비용,1,1
B05,보수비용,1,1
B05,복수 마련,1,1
B05,복수마련,1,1
B05,복원력,1,1
B05,본체 내측,1,1
B05,본체 착지,1,1
B05,본체내측,1,1
B05,본체착지,1,1
B05,부 사이,1,1
B05,부 진입,1,1
B05,부 진입 시,1,1
B05,부사이,1,1
B05,부진입,1,1
B05,부진입시,1,1
B05,분리 방지,1,1
B05,분리 방지 턱,1,1
B05,분리 배출,1,1
B05,분리방지,1,1
B05,분리방지턱,1,1
B05,분리배출,1,1
B05,사용 연한 예상,1,1
B05,사용 연한 예상 모델,1,1
B05,사용 후,1,1
B05,사용 후 폐기,1,1
B05,사용 후 폐기 시,1,1
B05,사용연한예상모델,1,1
B05,사용후,1,1
B05,사용후폐기,1,1
B05,사용후폐기시,1,1
B05,삽입 배치,1,1
B05,삽입 이동,1,1
B05,삽입배치,1,1
B05,삽입이동,1,1
B05,상 측 테두리,1,1
B05,상 측면,1,1
B05,상기 교,1,1
B05,상기 교 반,1,1
B05,상기 교 반 기구,1,1
B05,상기 교반기,1,1
B05,상기 동력 분배,1,1
B05,상기 동력 축,1,1
B05,상기 디,1,1
B05,상기 디 스펜서,1,1
B05,상기 디 스펜서 장치,1,1
B05,상기 메인,1,1
B05,상기 메인 기어,1,1
B05,상기 방수,1,1
B05,상기 방수 액,1,1
B05,상기 본체,1,1
B05,상기교,1,1
B05,상기교반,1,1
B05,상기교반기,1,1
B05,상기교반기구,1,1
B05,상기동력분배,1,1
B05,상기동력축,1,1
B05,상기디,1,1
B05,상기디스펜서장치,1,1
B05,상기메인,1,1
B05,상기메인기어,1,1
B05,상기방수,1,1
B05,상기방수액,1,1
B05,상기본체,1,1
B05,상부 내측,1,1
B05,상부 면,1,1
B05,상부 외주,1,1
B05,상부 외주 면,1,1
B05,상부내측,1,1
B05,상부면,1,1
B05,상부외주,1,1
B05,상부외주면,1,1
B05,상승 변위,1,1
B05,상승 시,1,1
B05,상승 시 형,1,1
B05,상승 시 형 합,1,1
B05,상승 이동 후,1,1
B05,상승시,1,1
B05,상승시형,1,1
B05,상승시형합,1,1
B05,상승이동후,1,1
B05,상지 지부,1,1
B05,상지지부,1,1
B05,상측면,1,1
B05,상측테두리,1,1
B05,상태 발생 시,1,1
B05,상태 발생 시 디,1,1
B05,상태 발생 여부,1,1
B05,상태발생시,1,1
B05,상태발생시디,1,1
B05,상태발생여부,1,1
B05,상하 방향,1,1
B05,상하 수직,1,1
B05,상하 수직 방향,1,1
B05,상하방향,1,1
B05,상하수직,1,1
B05,상하수직방향,1,1
B05,섬유,1,1
B05,섬유 덩어리,1,1
B05,섬유덩어리,1,1
B05,소비자,1,1
B05,수용 공간,1,1
B05,수용공간,1,1
B05,수축 변,1,1
B05,수축 변 위,1,1
B05,수축 변위 시,1,1
B05,수축 변위 시 내용물,1,1
B05,수축변,1,1
B05,수축변위시,1,1
B05,수축변위시내용물,1,1
B05,스펜서 본,1,1
B05,스펜서 본 발명,1,1
B05,스펜서본,1,1
B05,스펜서본발명,1,1
B05,슬러리가,1,1
B05,습 동관,1,1
B05,습 동관 부,1,1
B05,습동관,1,1
B05,습동관부,1,1
B05,승강 실린더,1,1
B05,승강 작동,1,1
B05,승강 조작,1,1
B05,승강실린더,1,1
B05,승강작동,1,1
B05,승강조작,1,1
B05,시 내용물,1,1
B05,시 디,1,1
B05,시 디 스펜서,1,1
B05,시 디 스펜서 장치,1,1
B05,시 상승,1,1
B05,시 상승 변,1,1
B05,시 상승 변 위,1,1
B05,시 수축,1,1
B05,시 수축 변위,1,1
B05,시 연동,1,1
B05,시 잔류,1,1
B05,시 잔류 내용물,1,1
B05,시 잔류 내용물 제거,1,1
B05,시 재질,1,1
B05,시 하강,1,1
B05,시 형,1,1
B05,시 형 합,1,1
B05,시내용물,1,1
B05,시디스펜서장치,1,1
B05,시상승,1,1
B05,시상승변,1,1
B05,시상승변위,1,1
B05,시수축,1,1
B05,시수축변위,1,1
B05,시연동,1,1
B05,시잔류,1,1
B05,시잔류내용물,1,1
B05,시잔류내용물제거,1,1
B05,시재질,1,1
B05,시하강,1,1
B05,시형합,1,1
B05,신축 변,1,1
B05,신축 변 위,1,1
B05,신축변,1,1
B05,신축변위,1,1
B05,아파트,1,1
B05,알고리즘 기반,1,1
B05,알고리즘기반,1,1
B05,액 도장,1,1
B05,액 상부,1,1
B05,액도장,1,1
B05,액상부,1,1
B05,에어 룸,1,1
B05,에어 통로 끝단,1,1
B05,에어룸,1,1
B05,에어통로끝단,1,1
B05,엑츄에이터,1,1
B05,여부 확인,1,1
B05,여부확인,1,1
B05,연결 부,1,1
B05,연결 설치,1,1
B05,연결부,1,1
B05,연결설치,1,1
B05,연마 수단,1,1
B05,연마수단,1,1
B05,연한 데이터,1,1
B05,연한 데이터베이스,1,1
B05,연한 예상,1,1
B05,연한 예상 모델,1,1
B05,연한데이터,1,1
B05,연한데이터베이스,1,1
B05,연한예상모델,1,1
B05,온도 검출,1,1
B05,온도검출,1,1
B05,외 경부,1,1
B05,외 면,1,1
B05,외경 부,1,1
B05,외주 면,1,1
B05,외주면,1,1
B05,용기 형상,1,1
B05,용기형상,1,1
B05,워터 펌프,1,1
B05,워터펌프,1,1
B05,원격 기술,1,1
B05,원격 기술 지원,1,1
B05,원격기술,1,1
B05,원격기술지원,1,1
B05,원통 형상,1,1
B05,원통형상,1,1
B05,유리창 등,1,1
B05,유리창등,1,1
B05,유입 관,1,1
B05,유입관,1,1
B05,유지 보수,1,1
B05,유지 보수 비용,1,1
B05,유지보수,1,1
B05,유지보수비용,1,1
B05,을 포함,1,1
B05,을포함,1,1
B05,의 심,1,1
B05,의 직경,1,1
B05,의직경,1,1
B05,이동 후,1,1
B05,이동후,1,1
B05,이상 발생,1,1
B05,이상 발생 여부,1,1
B05,이상 발생 여부 확인,1,1
B05,이상 상태 발생 시,1,1
B05,이상 상태 발생 여부,1,1
B05,이상 유무,1,1
B05,이상발생,1,1
B05,이상발생여부,1,1
B05,이상발생여부확인,1,1
B05,이상상태발생시,1,1
B05,이상상태발생여부,1,1
B05,이상유무,1,1
B05,인공 지능 알고리즘,1,1
B05,인공 지능 알고리즘 기반,1,1
B05,인공지능알고리즘,1,1
B05,인공지능알고리즘기반,1,1
B05,일 실시,1,1
B05,일 실시예,1,1
B05,일 측,1,1
B05,일실시,1,1
B05,일실시예,1,1
B05,입력 정보,1,1
B05,입력정보,1,1
B05,작업자,1,1
B05,작용 시,1,1
B05,작용 시 상승,1,1
B05,작용 시 상승 변,1,1
B05,작용시,1,1
B05,작용시상승,1,1
B05,작용시상승변,1,1
B05,잔량 제거 탄성,1,1
B05,잔량 제거 탄성 체,1,1
B05,잔량 토,1,1
B05,잔량 토 출,1,1
B05,잔량 토 출 에어,1,1
B05,잔량 확인,1,1
B05,잔량제거탄성,1,1
B05,잔량토,1,1
B05,잔량토출,1,1
B05,잔량토출에어,1,1
B05,잔량확인,1,1
B05,잔류 내용물 제거,1,1
B05,잔류내용물제거,1,1
B05,장치 본,1,1
B05,장치 본 발명,1,1
B05,장치본,1,1
B05,장치본발명,1,1
B05,재활 시,1,1
B05,재활 시 재질,1,1
B05,재활시,1,1
B05,재활시재질,1,1
B05,전동 드릴,1,1
B05,전동 드릴 링,1,1
B05,전동 드릴 링 장치,1,1
B05,전동드릴,1,1
B05,전동드릴링장치,1,1
B05,전면 외부,1,1
B05,전면외부,1,1
B05,제거 탄성,1,1
B05,제거 탄성 체,1,1
B05,제거탄성,1,1
B05,제어 요청,1,1
B05,제어요청,1,1
B05,조작 관,1,1
B05,조작 관 부,1,1
B05,조작 시 연동,1,1
B05,조작 시 하강,1,1
B05,조작관,1,1
B05,조작관부,1,1
B05,조작시연동,1,1
B05,조작시하강,1,1
B05,조절 값,1,1
B05,조절값,1,1
B05,주 입관,1,1
B05,주 입구,1,1
B05,주입 관 내부,1,1
B05,주입 관 말단,1,1
B05,주입관내부,1,1
B05,주입관말단,1,1
B05,주입구 내부,1,1
B05,주입구 외측,1,1
B05,주입구내부,1,1
B05,주입구외측,1,1
B05,지능 알고리즘 기반,1,1
B05,지능알고리즘기반,1,1
B05,지지 관부 외,1,1
B05,지지 관부 외 면,1,1
B05,지지관부외,1,1
B05,지지관부외면,1,1
B05,진입 시,1,1
B05,진입시,1,1
B05,챔버부,1,1
B05,청소 작업,1,1
B05,청소작업,1,1
B05,체결 부,1,1
B05,체결부,1,1
B05,출 량 조절,1,1
B05,출 량 확인,1,1
B05,출 에어,1,1
B05,출 에어 리스,1,1
B05,출 에어 리스 디,1,1
B05,출 작용,1,1
B05,출 조건,1,1
B05,출량조절,1,1
B05,출량확인,1,1
B05,출에어,1,1
B05,출에어리스,1,1
B05,출에어리스디,1,1
B05,출작용,1,1
B05,출조건,1,1
B05,측 방향,1,1
B05,측 부,1,1
B05,측 테두리,1,1
B05,측방향,1,1
B05,측테두리,1,1
B05,코팅 장치 본,1,1
B05,코팅 장치 본 발명,1,1
B05,코팅장치본,1,1
B05,코팅장치본발명,1,1
B05,크랙 부분,1,1
B05,크랙부분,1,1
B05,탄력 지지,1,1
B05,탄력지지,1,1
B05,탄성 지지,1,1
B05,탄성 체,1,1
B05,탄성지지,1,1
B05,탈 식,1,1
B05,토 출 량 조절,1,1
B05,토 출 량 확인,1,1
B05,토 출 에어,1,1
B05,토 출 에어 리스,1,1
B05,토 출 작용,1,1
B05,토 출 조건,1,1
B05,토출량조절,1,1
B05,토출량확인,1,1
B05,토출에어,1,1
B05,토출에어리스,1,1
B05,토출작용,1,1
B05,토출조건,1,1
B05,통로 끝단,1,1
B05,통로끝단,1,1
B05,통신 데이터,1,1
B05,통신데이터,1,1
B05,파지 부,1,1
B05,파지부,1,1
B05,패턴 확인,1,1
B05,패턴확인,1,1
B05,펌핑 작용,1,1
B05,펌핑 작용 시,1,1
B05,펌핑 작용 시 상승,1,1
B05,펌핑작용,1,1
B05,펌핑작용시,1,1
B05,펌핑작용시상승,1,1
B05,폐기 시,1,1
B05,폐기 시 잔류,1,1
B05,폐기 시 잔류 내용물,1,1
B05,폐기시,1,1
B05,폐기시잔류,1,1
B05,폐기시잔류내용물,1,1
B05,폴리프로필렌 단일,1,1
B05,폴리프로필렌 단일 플라스틱,1,1
B05,폴리프로필렌 단일 플라스틱 소재,1,1
B05,폴리프로필렌단일,1,1
B05,폴리프로필렌단일플라스틱,1,1
B05,폴리프로필렌단일플라스틱소재,1,1
B05,프라이머,1,1
B05,플라스틱 소재,1,1
B05,플라스틱소재,1,1
B05,하강 시,1,1
B05,하강 시 수축,1,1
B05,하강 시 수축 변위,1,1
B05,하강 연동,1,1
B05,하강 이동,1,1
B05,하강시,1,1
B05,하강시수축,1,1
B05,하강시수축변위,1,1
B05,하강연동,1,1
B05,하강이동,1,1
B05,하단 내측,1,1
B05,하단내측,1,1
B05,하부 내측,1,1
B05,하부 외면,1,1
B05,하부내측,1,1
B05,하부외면,1,1
B05,하지 지부,1,1
B05,하지지부,1,1
B05,함몰 부 진입,1,1
B05,함몰 부 진입 시,1,1
B05,함몰부진입,1,1
B05,함몰부진입시,1,1
B05,회전 방향,1,1
B05,회전방향,1,1
B05,후 폐기,1,1
B05,후 폐기 시,1,1
B05,후 폐기 시 잔류,1,1
B05,후폐기,1,1
B05,후폐기시,1,1
B05,후폐기시잔류,1,1
B05,흡입 변위,1,1
B05,흡입 변위 플랜,1,1
B05,흡입 변위 플랜 지,1,1
B05,흡입 압,1,1
B05,흡입 홀,1,1
B05,흡입변위,1,1
B05,흡입변위플랜,1,1
B05,흡입변위플랜지,1,1
B05,흡입압,1,1
B05,흡입홀,1,1
B08,금형 코어,34,1
B08,금형코어,34,1
B08,비열 플라즈마,26,1
B08,비열플라즈마,26,1
B08,사전 결정,21,1
B08,사전결정,21,1
B08,라디오 파,20,1
B08,라디오파,20,1
B08,세척방법,20,1
B08,라디오 파 소스,18,1
B08,라디오파소스,18,1
B08,파 소스,18,1
B08,파소스,18,1
B08,비열 플라즈마 세정,17,1
B08,지속 기간,17,1
B08,지속기간,17,1
B08,플라즈마 세정,17,1
B08,비열 플라즈마 세정 디바이스,14,1
B08,비열플라즈마세정디바이스,14,1
B08,세정 디바이스,14,1
B08,세정디바이스,14,1
B08,플라즈마 세정 디바이스,14,1
B08,플라즈마세정디바이스,14,1
B08,상부 금형,13,1
B08,상부 금형 코어,13,1
B08,상부금형,13,1
B08,상부금형코어,13,1
B08,폼랜스,13,1
B08,하부 금형,13,1
B08,하부 금형 코어,13,1
B08,하부금형,13,1
B08,하부금형코어,13,1
B08,활성 상태,13,1
B08,활성상태,13,1
B08,플라즈마 세척,12,1
B08,폼 랜스,11,1
B08,전자기파,10,1
B08,플라즈마 세척 방법,10,1
B08,플라즈마세척방법,10,1
B08,기간 동안,9,1
B08,기간동안,9,1
B08,생성 사이클,9,1
B08,생성사이클,9,1
B08,지속 기간 동안,9,1
B08,지속기간동안,9,1
B08,플라즈마 생성,9,1
B08,플라즈마 생성 사이클,9,1
B08,플라즈마생성,9,1
B08,플라즈마생성사이클,9,1
B08,세정방법,8,1
B08,주파수,7,2
B08,건물 청소,7,1
B08,건물 청소 드론,7,1
B08,건물청소,7,1
B08,건물청소드론,7,1
B08,분 미만,7,1
B08,분미만,7,1
B08,청소 드론,7,1
B08,청소드론,7,1
B08,렌즈 성형,6,1
B08,렌즈성형,6,1
B08,비열 플라즈마 생성,6,1
B08,비열 플라즈마 생성 사이클,6,1
B08,비열플라즈마생성,6,1
B08,비열플라즈마생성사이클,6,1
B08,입력 포트,6,1
B08,입력포트,6,1
B08,카메라모듈,6,1
B08,가스 공급,5,1
B08,가스 공급 부,5,1
B08,가스공급,5,1
B08,가스공급부,5,1
B08,공급 부,5,1
B08,공급부,5,1
B08,무선 조종,5,1
B08,무선조종,5,1
B08,물탱크,5,1
B08,세제 탱크,5,1
B08,세제탱크,5,1
B08,pa,4,1
B08,기간 동안 라디오,4,1
B08,기간 동안 라디오 파,4,1
B08,기간동안라디오,4,1
B08,기간동안라디오파,4,1
B08,동안 라디오,4,1
B08,동안 라디오 파,4,1
B08,동안 라디오 파 소스,4,1
B08,동안라디오,4,1
B08,동안라디오파,4,1
B08,동안라디오파소스,4,1
B08,분사 노즐,4,1
B08,분사노즐,4,1
B08,세척시스템,4,1
B08,스노우 폼,4,1
B08,스노우폼,4,1
B08,원격 무선,4,1
B08,원격 무선 조종,4,1
B08,원격무선,4,1
B08,원격무선조종,4,1
B08,일정량,4,1
B08,지속 기간 동안 라디오,4,1
B08,지속기간동안라디오,4,1
B08,지지 프레임,4,1
B08,지지프레임,4,1
B08,m_1,3,1
B08,m_n,3,1
B08,내지 중,3,1
B08,내지중,3,1
B08,다리 프레임,3,1
B08,다리프레임,3,1
B08,단계 동안,3,1
B08,단계동안,3,1
B08,렌즈 성형 금형,3,1
B08,렌즈 성형 금형 코어,3,1
B08,렌즈성형금형,3,1
B08,렌즈성형금형코어,3,1
B08,문턱 값,3,1
B08,문턱값,3,1
B08,비열 플라즈마 세정 방법,3,1
B08,비열플라즈마세정방법,3,1
B08,성형 금형,3,1
B08,성형 금형 코어,3,1
B08,성형금형,3,1
B08,성형금형코어,3,1
B08,세정 단계,3,1
B08,세정 단계 동안,3,1
B08,세정 어셈블리,3,1
B08,세정단계,3,1
B08,세정단계동안,3,1
B08,세정어셈블리,3,1
B08,열 플라즈마,3,1
B08,열 플라즈마 생성,3,1
B08,열 플라즈마 생성 사이클,3,1
B08,열플라즈마,3,1
B08,열플라즈마생성,3,1
B08,열플라즈마생성사이클,3,1
B08,영상,3,1
B08,의 범위,3,1
B08,의범위,3,1
B08,컨베이어 유닛,3,1
B08,컨베이어유닛,3,1
B08,플라즈마 세정 방법,3,1
B08,플라즈마세정방법,3,1
B08,assembly,2,1
B08,cleaning,2,1
B08,connecting,2,1
B08,coupling,2,1
B08,device,2,1
B08,enclosure,2,1
B08,fluidly,2,1
B08,input,2,1
B08,interval,2,1
B08,object,2,1
B08,plasma,2,1
B08,port,2,1
B08,sensing,2,1
B08,signal,2,1
B08,source,2,1
B08,threshold,2,1
B08,감지 신호,2,1
B08,감지신호,2,1
B08,개방 상태,2,1
B08,개방상태,2,1
B08,고정 결합,2,1
B08,고정 상태,2,1
B08,고정 연결,2,1
B08,고정결합,2,1
B08,고정상태,2,1
B08,고정연결,2,1
B08,기간 각각,2,1
B08,기간 동안 개방,2,1
B08,기간 동안 개방 상태,2,1
B08,기간각각,2,1
B08,기간동안개방,2,1
B08,기간동안개방상태,2,1
B08,동안 개방,2,1
B08,동안 개방 상태,2,1
B08,동안 인클로저,2,1
B08,동안개방,2,1
B08,동안개방상태,2,1
B08,동안인클로저,2,1
B08,라디오 파 범위,2,1
B08,라디오파범위,2,1
B08,마이크로파 범위,2,1
B08,마이크로파 범위 내,2,1
B08,마이크로파범위,2,1
B08,마이크로파범위내,2,1
B08,무선 제어,2,1
B08,무선 제어 신호,2,1
B08,무선제어,2,1
B08,무선제어신호,2,1
B08,범위 내,2,1
B08,범위내,2,1
B08,분사 영상,2,1
B08,분사영상,2,1
B08,비행 상태,2,1
B08,비행상태,2,1
B08,상부 고정,2,1
B08,상부고정,2,1
B08,송수신,2,1
B08,유리 렌즈,2,1
B08,유리 렌즈 성형,2,1
B08,유리 렌즈 성형 금형,2,1
B08,유리렌즈,2,1
B08,유리렌즈성형,2,1
B08,유리렌즈성형금형,2,1
B08,의센서,2,1
B08,인클로저 내,2,1
B08,인클로저내,2,1
B08,인터 벌,2,1
B08,인터벌,2,1
B08,잔여 량,2,1
B08,잔여량,2,1
B08,제어 신호,2,1
B08,제어신호,2,1
B08,지속 기간 각각,2,1
B08,지속 기간 동안 개방,2,1
B08,지속기간각각,2,1
B08,지속기간동안개방,2,1
B08,커플링,2,1
B08,파 범위,2,1
B08,파범위,2,1
B08,표시 부,2,1
B08,표시부,2,1
B08,프로펠러,2,1
B08,플라즈마 발생,2,1
B08,플라즈마 발생기,2,1
B08,플라즈마 세척 시스템,2,1
B08,플라즈마발생,2,1
B08,플라즈마발생기,2,1
B08,플라즈마세척시스템,2,1
B08,하부 고정,2,1
B08,하부고정,2,1
B08,학습알고리즘,2,1
B08,핸드모듈,2,1
B08,cleaning device,1,1
B08,cleaningdevice,1,1
B08,fluidly connecting,1,1
B08,fluidlyconnecting,1,1
B08,input port,1,1
B08,inputport,1,1
B08,non,1,1
B08,non-thermal,1,1
B08,plasma cleaning,1,1
B08,plasma cleaning device,1,1
B08,plasmacleaning,1,1
B08,plasmacleaningdevice,1,1
B08,radio,1,1
B08,radio-wave,1,1
B08,sensing signal,1,1
B08,sensingsignal,1,1
B08,thermal,1,1
B08,thermal plasma,1,1
B08,thermal plasma cleaning,1,1
B08,thermal plasma cleaning device,1,1
B08,thermalplasma,1,1
B08,thermalplasmacleaning,1,1
B08,thermalplasmacleaningdevice,1,1
B08,wave,1,1
B08,wave source,1,1
B08,wavesource,1,1
B08,값 아래,1,1
B08,값아래,1,1
B08,건물 등,1,1
B08,건물등,1,1
B08,건축물,1,1
B08,고정 설치,1,1
B08,고정 핸드,1,1
B08,고정 핸드 모듈,1,1
B08,고정설치,1,1
B08,고정핸드모듈,1,1
B08,고층 건물,1,1
B08,고층 건물 등,1,1
B08,고층건물,1,1
B08,고층건물등,1,1
B08,공기 질소,1,1
B08,공기질소,1,1
B08,기간 동안 인클로저,1,1
B08,기간 동안 인클로저 내,1,1
B08,기간 동안 활성,1,1
B08,기간 동안 활성 상태,1,1
B08,기간동안인클로저,1,1
B08,기간동안인클로저내,1,1
B08,기간동안활성,1,1
B08,기간동안활성상태,1,1
B08,노출 시간,1,1
B08,노출시간,1,1
B08,동안 인클로저 내,1,1
B08,동안 플라즈마,1,1
B08,동안 활성,1,1
B08,동안 활성 상태,1,1
B08,동안인클로저내,1,1
B08,동안플라즈마,1,1
B08,동안활성,1,1
B08,동안활성상태,1,1
B08,렌즈 성형 기,1,1
B08,렌즈성형기,1,1
B08,면 베이스,1,1
B08,면베이스,1,1
B08,문턱 값 아래,1,1
B08,문턱값아래,1,1
B08,방법 비열,1,1
B08,방법 비열 플라즈마,1,1
B08,방법 비열 플라즈마 세정,1,1
B08,방법비열,1,1
B08,방법비열플라즈마,1,1
B08,방법비열플라즈마세정,1,1
B08,벌 내,1,1
B08,보수 비용,1,1
B08,보수비용,1,1
B08,본체 착지,1,1
B08,본체착지,1,1
B08,사이클 각각,1,1
B08,사이클 동안,1,1
B08,사이클 동안 인클로저,1,1
B08,사이클 전,1,1
B08,사이클각각,1,1
B08,사이클동안,1,1
B08,사이클동안인클로저,1,1
B08,사이클전,1,1
B08,상기 본체,1,1
B08,상기본체,1,1
B08,생성 사이클 각각,1,1
B08,생성 사이클 동안,1,1
B08,생성 사이클 동안 인클로저,1,1
B08,생성 사이클 전,1,1
B08,생성사이클각각,1,1
B08,생성사이클동안,1,1
B08,생성사이클동안인클로저,1,1
B08,생성사이클전,1,1
B08,성형 기,1,1
B08,성형기,1,1
B08,세정 방법 비열,1,1
B08,세정 방법 비열 플라즈마,1,1
B08,세정방법비열,1,1
B08,세정방법비열플라즈마,1,1
B08,센서,1,1
B08,아르곤,1,1
B08,아르콘,1,1
B08,아파트,1,1
B08,언 로,1,1
B08,외부 유동,1,1
B08,외부유동,1,1
B08,워터 펌프,1,1
B08,워터펌프,1,1
B08,유동 제한,1,1
B08,유동 제한 수단,1,1
B08,유동제한,1,1
B08,유동제한수단,1,1
B08,유리창 등,1,1
B08,유리창등,1,1
B08,유지 보수,1,1
B08,유지 보수 비용,1,1
B08,유지보수,1,1
B08,유지보수비용,1,1
B08,유체 연결,1,1
B08,유체연결,1,1
B08,의 물체,1,1
B08,의 비열,1,1
B08,의 비열 플라즈마,1,1
B08,의 비열 플라즈마 생성,1,1
B08,의 세정,1,1
B08,의 인터,1,1
B08,의 인터 벌,1,1
B08,의 인터 벌 내,1,1
B08,의물체,1,1
B08,의비열,1,1
B08,의비열플라즈마,1,1
B08,의비열플라즈마생성,1,1
B08,의세정,1,1
B08,의인터,1,1
B08,의인터벌,1,1
B08,의인터벌내,1,1
B08,이송 경로,1,1
B08,이송경로,1,1
B08,인공 지능,1,1
B08,인공 지능 학습,1,1
B08,인공 지능 학습 알고리즘,1,1
B08,인공지능,1,1
B08,인공지능학습알고리즘,1,1
B08,인터 벌 내,1,1
B08,인터벌내,1,1
B08,작업자,1,1
B08,제어기,1,1
B08,제한 수단,1,1
B08,제한수단,1,1
B08,중 르,1,1
B08,지능 학습,1,1
B08,지능 학습 알고리즘,1,1
B08,지능학습알고리즘,1,1
B08,지속 기간 동안 인클로저,1,1
B08,지속 기간 동안 활성,1,1
B08,지속기간동안인클로저,1,1
B08,지속기간동안활성,1,1
B08,청소 작업,1,1
B08,청소작업,1,1
B08,초 동안,1,1
B08,초 동안 플라즈마,1,1
B08,초 미만,1,1
B08,초동안,1,1
B08,초동안플라즈마,1,1
B08,초미만,1,1
B08,최대 값,1,1
B08,최대값,1,1
B08,플라즈마 생성 사이클 각각,1,1
B08,플라즈마 생성 사이클 동안,1,1
B08,플라즈마 생성 사이클 전,1,1
B08,플라즈마생성사이클각각,1,1
